CustomerId,CreditScore,Tenure,Balance,Products,CreditCard,ActiveMember,Exited
10002552,538,3,37648.01,2,1,1,0
10002553,736,0,44405.93,2,1,1,0
10002554,678,5,21382.92,2,0,0,1
10002555,693,7,53741.06,1,1,0,0
10002556,712,3,58641.34,1,1,0,0
10002557,670,4,57631.4,1,1,1,0
10002558,550,8,60322.54,3,0,0,0
10002559,671,0,0,1,1,1,0
10002560,629,6,58886.01,2,1,0,0
10002561,632,2,53420.94,2,0,1,0
10002562,559,7,54433.3,1,0,0,1
10002563,505,7,8981.99,1,0,0,1
10002564,596,5,0,1,0,1,0
10002565,703,6,74190.46,2,1,1,0
10002566,644,2,38252.57,2,0,0,1
10002567,823,7,28564.73,2,1,1,0
10002568,644,6,5469.9,1,0,0,1
10002569,669,5,14427.64,2,0,1,0
10002570,652,3,13576.11,1,1,0,0
10002571,548,5,63224.82,1,0,1,0
10002572,648,4,66514.41,1,1,1,0
10002573,547,7,74603.94,1,0,0,0
10002574,644,10,0,1,0,1,0
10002575,480,7,0,1,1,0,0
10002576,644,4,12169.02,1,0,1,0
10002577,665,9,55277.69,2,1,1,0
10002578,672,4,9130.39,2,0,0,1
10002579,512,6,34005.97,1,1,0,0
10002580,697,4,0,3,0,1,0
10002581,714,5,389.78,2,1,0,0
10002582,558,0,23143.08,1,1,0,0
10002583,746,2,59222.24,1,0,0,0
10002584,669,5,58678.39,1,1,0,0
10002585,645,6,0,2,1,0,0
10002586,705,5,12663.49,2,1,1,0
10002587,807,8,42110.76,1,0,0,1
10002588,637,0,37544.17,2,0,0,1
10002589,603,6,23355.76,2,1,1,0
10002590,850,9,24076.36,2,1,0,0
10002591,634,7,49209.42,1,1,0,0
10002592,686,7,54234.82,2,1,1,0
10002593,634,8,44465.19,2,1,0,0
10002594,495,2,0,1,0,1,0
10002595,621,2,72088.71,2,1,1,0
10002596,758,4,55092.87,1,1,1,0
10002597,572,5,11239.11,1,0,0,1
10002598,778,6,45111.63,1,0,1,0
10002599,724,2,39664.09,1,1,1,0
10002600,553,4,72452.12,2,1,1,0
10002601,534,8,43792.53,1,1,1,0
10002602,531,4,0,2,1,1,0
10002603,611,0,24284.69,2,1,1,0
10002604,545,0,71720.28,2,0,0,1
10002605,768,8,20014.71,2,1,1,0
10002606,536,9,35376.56,1,0,0,1
10002607,564,3,44541.2,2,1,0,0
10002608,797,7,0,2,1,1,0
10002609,625,7,0,1,1,0,0
10002610,691,1,0,2,1,1,0
10002611,695,6,63805.43,2,1,1,0
10002612,510,7,70430.19,1,1,0,0
10002613,728,4,3284.99,1,1,1,0
10002614,710,4,67075.79,1,1,1,0
10002615,714,6,34473.07,2,1,1,0
10002616,585,3,74302.21,2,1,1,0
10002617,678,8,2320.25,2,1,0,0
10002618,634,5,19767.64,1,1,1,0
10002619,660,4,39537.47,1,0,0,1
10002620,575,5,0,1,1,1,0
10002621,632,8,59943.12,2,1,1,0
10002622,745,5,9124.42,2,1,1,0
10002623,464,4,17801.25,3,1,1,0
10002624,615,0,60220.1,2,1,0,0
10002625,712,6,10150.73,2,1,0,0
10002626,545,4,20747.99,2,1,1,0
10002627,689,2,59691.49,2,1,1,0
10002628,696,6,0,2,1,0,0
10002629,636,2,10131.17,2,0,0,1
10002630,680,3,27365.7,2,1,0,0
10002631,808,6,0,2,1,1,0
10002632,586,6,52509.71,2,1,0,0
10002633,516,5,22893.49,2,1,1,0
10002634,610,4,0,2,1,1,0
10002635,554,4,28377.02,2,1,1,0
10002636,688,2,46175.48,2,1,1,0
10002637,607,4,73694.64,2,1,1,0
10002638,710,8,40790.27,1,1,1,0
10002639,679,2,55075.2,1,1,1,0
10002640,584,0,64095.28,2,0,1,0
10002641,561,3,54809.62,2,1,1,0
10002642,516,9,59381.86,2,1,0,0
10002643,752,4,59550.27,1,1,1,0
10002644,701,5,62617.11,1,1,0,0
10002645,611,5,55403.19,2,1,1,0
10002646,709,3,0,1,0,0,0
10002647,544,9,30979.86,1,1,1,0
10002648,566,4,70000.78,1,1,1,0
10002649,556,8,0,2,1,1,0
10002650,677,5,25510.72,2,1,0,0
10002651,592,5,58057.71,1,0,1,0
10002652,510,2,15633.89,1,1,1,0
10002653,659,8,43151.55,1,1,1,0
10002654,706,4,68262.96,2,1,0,0
10002655,637,5,0,1,1,0,0
10002656,761,10,54525.26,1,0,0,1
10002657,728,6,0,2,1,0,0
10002658,759,6,0,1,1,0,0
10002659,726,8,32918.31,1,1,0,0
10002660,673,7,9564.54,1,1,1,0
10002661,530,4,68418.03,2,0,0,1
10002662,617,3,45028.7,2,1,1,0
10002663,601,6,63416.19,2,1,0,0
10002664,565,3,0,1,1,0,0
10002665,595,5,43477.11,2,0,1,0
10002666,509,1,24621.1,2,1,0,0
10002667,736,10,37116.9,2,1,1,0
10002668,548,3,0,2,0,0,0
10002669,729,7,0,1,1,1,0
10002670,779,7,38276.07,1,0,0,1
10002671,576,10,0,2,1,1,0
10002672,597,6,47834.52,1,1,1,0
10002673,699,4,69493.32,1,0,0,1
10002674,608,5,0,3,0,1,0
10002675,573,3,38655.55,1,0,1,0
10002676,693,9,5170.86,1,1,0,0
10002677,579,4,0,2,1,0,0
10002678,850,10,0,1,1,1,0
10002679,705,3,0,1,1,1,0
10002680,715,10,46658.04,1,1,1,0
10002681,642,3,786.47,1,0,0,1
10002682,831,3,0,2,1,0,0
10002683,579,3,15514.72,1,1,1,0
10002684,724,3,63982.91,1,1,0,0
10002685,521,6,68967.24,1,0,0,1
10002686,850,3,16624.32,1,1,0,0
10002687,730,2,19822.85,1,1,0,0
10002688,560,2,0,1,1,1,0
10002689,701,10,19827.4,1,0,1,0
10002690,753,2,58329.29,1,1,0,0
10002691,564,6,56310.67,2,1,1,0
10002692,606,2,38047.42,2,1,1,0
10002693,555,6,58404.23,1,1,1,0
10002694,697,5,12690.53,2,0,0,1
10002695,668,10,44100.12,1,1,1,0
10002696,654,4,62836.53,1,0,1,0
10002697,573,6,71701.18,1,1,1,0
10002698,631,8,47901.48,2,1,0,0
10002699,581,4,39032.57,1,1,0,0
10002700,697,6,33782.66,1,0,1,0
10002701,549,1,66630.78,2,1,1,0
10002702,573,6,0,3,0,0,1
10002703,729,6,50912.07,2,1,0,0
10002704,608,3,68205.52,1,1,0,0
10002705,821,1,30189.97,1,1,1,0
10002706,669,4,74544.4,1,1,1,0
10002707,475,2,56414.29,1,1,1,0
10002708,523,5,11761.04,1,1,1,0
10002709,593,7,27384.35,2,0,0,0
10002710,722,0,28078.46,2,0,0,0
10002711,712,3,54279.26,1,1,0,0
10002712,604,10,27439.34,1,1,1,0
10002713,770,7,9227.87,2,0,0,1
10002714,682,1,26612.73,2,1,1,0
10002715,620,4,19596.84,2,0,0,0
10002716,764,0,32432.04,1,1,1,0
10002717,572,8,39097.71,1,1,1,0
10002718,704,5,32048.82,2,1,0,0
10002719,714,5,31212.43,2,0,1,0
10002720,710,8,0,1,1,0,0
10002721,635,4,65153.96,1,1,1,0
10002722,735,6,27223.34,2,1,0,0
10002723,829,8,57849.03,2,0,1,0
10002724,636,3,60850.3,2,0,1,0
10002725,657,1,52546.65,2,1,0,0
10002726,740,10,11066.43,1,0,0,1
10002727,625,3,0,1,1,1,0
10002728,622,0,0,1,1,1,0
10002729,538,3,71082.96,2,1,1,0
10002730,484,3,26303.04,1,1,1,0
10002731,541,10,39593.14,1,1,0,0
10002732,734,7,8636.37,3,1,1,0
10002733,551,4,33544.65,2,0,0,0
10002734,698,3,56872.9,1,1,0,0
10002735,794,7,0,1,0,0,1
10002736,666,8,46037.01,2,1,1,0
10002737,565,6,64329.89,2,1,1,0
10002738,638,8,34469.56,2,1,0,0
10002739,687,9,69277.99,1,1,1,0
10002740,688,5,0,2,1,1,0
10002741,662,4,73691.94,1,1,0,0
10002742,712,4,31198.01,1,1,0,0
10002743,747,9,26803.32,1,1,0,0
10002744,604,7,37088.13,2,0,0,1
10002745,786,5,42222.89,2,1,1,0
10002746,682,3,20032.95,3,1,1,0
10002747,435,3,50731.37,2,1,1,0
10002748,632,5,24471.15,1,1,1,0
10002749,634,2,0,1,1,0,0
10002750,755,4,35001.36,1,0,0,1
10002751,594,8,5351.2,1,0,0,1
10002752,665,5,61002.27,2,1,1,0
10002753,513,4,35657.08,1,0,0,1
10002754,570,5,0,1,0,0,1
10002755,728,8,70119.68,3,0,0,1
10002756,532,10,25095.63,2,0,0,1
10002757,744,2,43017.45,1,1,1,0
10002758,761,8,12706.72,3,1,0,0
10002759,771,7,25859.78,1,1,1,0
10002760,800,1,71916.35,1,0,1,0
10002761,725,2,24450.28,1,1,1,0
10002762,692,8,59734.58,2,1,1,0
10002763,710,7,30610.08,1,0,0,1
10002764,657,0,4782.96,1,0,1,0
10002765,614,3,0,1,1,0,0
10002766,725,7,35819.78,1,1,1,0
10002767,694,8,45408.28,3,0,0,1
10002768,736,6,56641.55,2,1,1,0
10002769,630,0,72677.9,1,1,1,0
10002770,639,3,0,1,1,1,0
10002771,671,2,33206.93,1,0,0,1
10002772,638,7,3992.44,1,1,0,0
10002773,850,4,40581.72,1,1,1,0
10002774,837,7,45798.86,1,1,0,0
10002775,651,6,31407.1,1,1,1,0
10002776,638,2,46545.06,1,0,1,0
10002777,694,8,53076.96,1,1,1,0
10002778,609,8,41826.19,2,1,1,0
10002779,607,8,52834.24,2,1,0,0
10002780,655,6,0,1,1,1,0
10002781,615,5,69268.69,2,1,0,0
10002782,668,3,0,1,1,0,0
10002783,686,9,17121.04,2,1,1,0
10002784,350,10,73594.86,1,1,1,0
10002785,464,3,63607.12,2,1,0,0
10002786,569,2,32022.61,2,1,1,0
10002787,678,2,59306.98,2,1,0,0
10002788,576,2,74301.44,1,1,0,0
10002789,850,6,32428.29,1,0,0,1
10002790,737,1,39152.56,2,1,0,0
10002791,840,3,17264.8,3,0,1,0
10002792,738,3,70809.73,2,1,0,0
10002793,497,6,48911.92,2,1,0,0
10002794,538,4,46956.83,2,1,1,0
10002795,601,6,57931.23,1,1,1,0
10002796,535,5,4002.76,1,1,1,0
10002797,755,6,68513.41,2,1,1,0
10002798,635,10,51748.75,2,1,0,0
10002799,670,5,0,2,0,0,0
10002800,784,6,67552.48,1,1,1,0
10002801,837,10,48243.62,1,0,0,1
10002802,624,5,39588.72,1,1,0,0
10002803,519,9,95.77,3,1,1,0
10002804,536,9,13238.04,1,1,1,0
10002805,762,2,73195.67,1,0,0,1
10002806,676,5,26107.31,1,0,0,1
10002807,565,7,62486.02,1,1,1,0
10002808,719,8,21920.9,1,0,1,0
10002809,547,3,60140.09,1,1,1,0
10002810,479,3,15446.02,1,1,1,0
10002811,456,8,63406.86,2,1,0,0
10002812,511,2,0,2,1,1,0
10002813,762,4,8465.6,1,0,0,1
10002814,631,1,66275.37,3,1,1,0
10002815,647,3,21885.46,1,1,1,0
10002816,669,4,0,1,1,1,0
10002817,553,5,57643.33,1,1,0,0
10002818,604,5,0,2,0,1,0
10002819,613,5,29999.34,1,1,1,0
10002820,561,8,0,2,1,0,0
10002821,604,9,70862.78,1,1,0,0
10002822,639,3,7928.26,2,0,0,1
10002823,627,0,7897.85,1,1,1,0
10002824,692,6,24819.95,2,1,1,0
10002825,604,8,20550.47,1,1,1,0
10002826,800,3,24870.88,2,0,0,1
10002827,551,4,56042.21,2,0,0,1
10002828,599,8,20615.09,1,1,1,0
10002829,689,8,38309.85,1,1,1,0
10002830,710,6,0,1,1,0,0
10002831,534,5,30852.41,2,1,1,0
10002832,641,4,22094.52,2,1,0,0
10002833,728,6,71469.22,1,1,1,0
10002834,496,5,42640.69,2,1,0,0
10002835,642,7,0,1,1,1,0
10002836,507,6,6212.95,2,0,0,0
10002837,572,1,0,2,0,1,0
10002838,659,5,54235.39,2,1,1,0
10002839,630,9,27363.93,1,1,1,0
10002840,540,0,48581.76,1,0,0,1
10002841,769,1,9843.02,3,0,0,1
10002842,618,2,74161.59,2,1,1,0
10002843,704,7,65585.72,1,1,0,0
10002844,796,4,24283.67,1,1,0,0
10002845,585,5,54557.79,2,1,0,0
10002846,710,6,0,1,0,0,1
10002847,691,6,28319.14,1,1,0,0
10002848,516,3,31116.65,2,1,0,0
10002849,767,4,8273.66,2,1,0,0
10002850,660,4,28122.39,1,1,0,0
10002851,599,10,37172.3,1,0,1,0
10002852,494,4,0,1,1,1,0
10002853,527,7,0,2,1,0,0
10002854,640,7,61039.04,2,1,1,0
10002855,521,8,11819.46,2,1,1,0
10002856,712,8,58315.2,1,0,1,0
10002857,614,5,14189.4,2,1,0,0
10002858,500,6,63788.37,1,1,1,0
10002859,586,10,0,1,0,0,1
10002860,548,3,0,1,1,1,0
10002861,532,4,4782.23,1,1,0,0
10002862,436,2,0,2,1,1,0
10002863,660,6,49101.36,1,0,0,1
10002864,558,4,13025.22,2,1,0,0
10002865,832,2,29914.01,3,1,1,0
10002866,746,5,35331.73,1,1,0,0
10002867,808,1,60166.98,2,0,0,1
10002868,720,9,17304.35,2,1,0,0
10002869,594,8,47415.88,2,1,1,0
10002870,682,10,29673.57,2,1,0,0
10002871,621,10,33404.13,2,1,1,0
10002872,683,0,73335.82,2,1,1,0
10002873,737,5,38907.37,1,1,0,0
10002874,708,9,9131.72,2,0,0,1
10002875,651,9,46782.78,2,1,1,0
10002876,657,7,45295.71,2,0,0,1
10002877,672,2,23209.63,1,0,1,0
10002878,757,6,0,2,1,1,0
10002879,603,8,65013.1,2,1,0,0
10002880,626,4,0,1,1,0,0
10002881,601,3,65498.9,2,1,1,0
10002882,664,4,44276.67,2,1,0,0
10002883,712,3,70908.51,1,1,0,0
10002884,679,6,31267.69,1,1,1,0
10002885,645,1,40947.58,2,1,0,0
10002886,754,10,70117.75,3,1,0,0
10002887,574,3,17759.8,1,1,1,0
10002888,506,2,9078.27,2,0,1,0
10002889,682,4,0,1,0,1,0
10002890,647,6,58891.56,2,0,1,0
10002891,634,1,8837.88,2,0,0,0
10002892,523,3,49352.51,2,0,1,0
10002893,670,5,61329.3,1,0,0,1
10002894,824,3,45118.46,1,0,0,1
10002895,522,2,30303.09,1,0,0,1
10002896,635,8,39669.56,2,1,1,0
10002897,658,8,71377.82,2,1,0,0
10002898,608,8,55389.55,1,1,0,0
10002899,666,7,44409.29,2,1,0,0
10002900,607,2,52660.17,2,1,0,0
10002901,665,5,0,2,1,1,0
10002902,626,9,3421.06,1,1,0,0
10002903,599,2,49099.52,2,1,1,0
10002904,643,2,33651.56,1,0,1,0
10002905,697,6,67443.34,2,1,0,0
10002906,500,7,17313.74,1,1,1,0
10002907,718,7,42128.05,2,0,0,1
10002908,580,6,47130.73,2,1,1,0
10002909,710,2,43652.76,1,0,0,1
10002910,586,6,17748.89,2,0,0,0
10002911,719,3,60785.08,1,0,1,0
10002912,646,6,0,2,1,1,0
10002913,561,5,9556.36,2,0,0,1
10002914,608,4,43213.51,2,1,0,0
10002915,766,10,53358.12,2,0,1,0
10002916,656,2,14851.08,1,1,1,0
10002917,606,3,28898.98,2,1,0,0
10002918,761,8,0,3,0,0,1
10002919,733,10,8577.61,1,0,0,1
10002920,569,7,62326.81,1,1,1,0
10002921,631,4,0,2,1,0,0
10002922,480,3,0,1,1,0,0
10002923,735,8,15648.26,2,0,1,0
10002924,651,5,32819.56,1,1,1,0
10002925,715,4,0,2,1,0,0
10002926,464,8,25344.98,2,0,1,0
10002927,623,5,34430.75,1,0,0,1
10002928,667,1,55029.21,2,0,0,0
10002929,446,5,57564.56,2,0,0,1
10002930,714,4,45387.69,2,1,0,0
10002931,619,2,10982.15,2,0,1,0
10002932,481,6,0,2,1,1,0
10002933,601,6,37887.81,2,1,1,0
10002934,695,0,30391.99,1,0,0,0
10002935,562,8,74789.32,1,1,0,0
10002936,646,8,60358.7,1,0,1,0
10002937,609,5,56134.36,2,1,0,0
10002938,458,3,51741.87,3,1,0,0
10002939,711,7,59724.51,1,1,0,0
10002940,729,5,63761.56,1,1,0,0
10002941,762,3,59886.99,1,1,1,0
10002942,651,4,73950.07,2,0,0,0
10002943,697,6,0,2,1,1,0
10002944,495,9,43255.12,2,0,1,0
10002945,674,1,17477.26,1,1,0,0
10002946,620,6,37937.69,1,0,1,0
10002947,643,2,23672.49,1,1,0,0
10002948,543,6,55905.56,1,1,0,0
10002949,759,7,69650.18,1,1,1,0
10002950,491,1,41871.17,2,0,0,1
10002951,677,7,55856.74,1,0,0,1
10002952,562,6,60707.72,2,1,0,0
10002953,850,9,30403.23,1,1,0,0
10002954,718,5,5393.21,3,1,1,0
10002955,648,6,0,2,0,0,1
10002956,551,6,34017.14,2,1,1,0
10002957,737,9,23726.44,1,0,1,0
10002958,350,0,0,2,0,0,1
10002959,688,1,30135.71,1,0,1,0
10002960,700,5,74948.72,3,0,0,1
10002961,694,6,27869.54,1,1,1,0
10002962,732,0,0,2,1,0,0
10002963,596,5,0,1,1,1,0
10002964,704,3,11081.47,1,1,1,0
10002965,586,1,0,2,0,1,0
10002966,570,5,43427.95,1,1,0,0
10002967,551,7,68506.27,1,0,0,1
10002968,626,10,0,2,1,1,0
10002969,758,10,9058.3,1,1,0,0
10002970,816,9,40344.85,2,1,0,0
10002971,624,6,30840.75,2,1,0,0
10002972,588,5,35149.38,1,1,0,0
10002973,779,5,69659.83,2,1,0,0
10002974,692,5,56085.3,1,1,1,0
10002975,653,8,70629.43,1,1,0,0
10002976,544,10,55524.45,2,1,1,0
10002977,789,2,751.53,1,1,1,0
10002978,660,4,37934.82,1,1,0,0
10002979,651,8,68454.5,2,1,0,0
10002980,703,5,0,1,1,0,0
10002981,653,4,3106.53,1,1,1,0
10002982,793,8,25189.68,2,1,1,0
10002983,748,4,793.88,2,1,0,0
10002984,596,7,39967.15,2,1,1,0
10002985,659,4,52403.95,2,0,0,1
10002986,594,10,25488.96,2,1,0,0
10002987,833,9,0,1,0,1,0
10002988,581,4,0,1,1,1,0
10002989,639,6,32503.23,1,1,1,0
10002990,686,7,0,1,1,1,0
10002991,699,4,0,2,1,0,0
10002992,716,4,6317.92,1,0,0,1
10002993,728,7,68137.28,2,1,1,0
10002994,717,5,50509.38,2,1,0,0
10002995,609,1,39295.7,1,0,0,1
10002996,598,7,53883.9,2,1,1,0
10002997,654,8,52482.45,2,0,0,1
10002998,597,4,21871.84,1,1,1,0
10002999,587,3,66015.22,2,1,1,0
10003000,610,9,0,1,1,1,0
10003001,850,5,52757.02,1,0,1,0
10003002,800,5,12075.51,1,0,1,0
10003003,627,5,15814.33,1,1,0,0
10003004,451,9,65529.31,2,1,0,0
10003005,593,6,64503.83,1,1,1,0
10003006,736,6,36528.18,1,1,0,0
10003007,499,5,53918.71,1,1,0,0
10003008,709,5,44329.91,1,1,0,0
10003009,703,4,0,1,0,1,0
10003010,652,6,63693.68,3,0,0,0
10003011,647,2,9288.91,1,0,1,0
10003012,563,6,0,1,1,1,0
10003013,718,4,72386.11,2,1,1,0
10003014,680,4,13321.59,2,1,0,0
10003015,604,6,21059.69,1,1,0,0
10003016,575,5,14162.96,1,1,1,0
10003017,535,2,0,1,0,0,1
10003018,686,2,0,1,1,1,0
10003019,631,6,0,1,0,0,0
10003020,632,3,18952.57,2,1,1,0
10003021,500,0,31683.94,1,1,0,0
10003022,545,7,66082.68,1,1,0,0
10003023,534,1,0,2,1,1,0
10003024,725,4,33493.22,3,1,1,0
10003025,667,2,0,2,1,0,0
10003026,623,2,40758.13,1,1,1,0
10003027,757,6,32180.5,1,0,0,1
10003028,744,3,8984.2,1,1,1,0
10003029,757,4,0,2,1,1,0
10003030,627,0,6926.78,2,1,1,0
10003031,514,10,69698.35,1,1,0,0
10003032,815,6,66039.08,1,0,1,0
10003033,701,9,1735.01,2,1,1,0
10003034,703,9,16003.7,1,0,1,0
10003035,716,8,34142,1,1,1,0
10003036,850,4,67798.51,3,1,1,0
10003037,641,5,39209.27,1,1,0,0
10003038,789,2,50100.95,2,1,1,0
10003039,568,5,0,1,1,0,0
10003040,729,1,51708.5,3,1,0,0
10003041,823,9,48120.63,2,1,1,0
10003042,646,8,21966.02,2,0,1,0
10003043,465,7,11643.34,1,1,0,0
10003044,705,3,58327.33,1,0,1,0
10003045,630,8,0,3,0,0,1
10003046,732,0,42184.3,1,1,0,0
10003047,605,5,23951.58,2,1,1,0
10003048,850,5,0,2,1,0,0
10003049,661,10,48234.7,3,1,0,0
10003050,727,1,0,1,1,1,0
10003051,554,9,70290.72,2,0,0,1
10003052,537,8,46337.27,2,1,1,0
10003053,525,9,2489.95,2,1,1,0
10003054,526,3,56769.38,2,1,1,0
10003055,716,6,57315.31,2,1,1,0
10003056,592,8,0,2,0,1,0
10003057,528,6,10498.81,1,1,1,0
10003058,583,6,40012.23,1,1,1,0
10003059,719,6,50360.43,1,1,1,0
10003060,716,3,42086.53,1,1,1,0
10003061,747,3,71615.33,2,1,1,0
10003062,623,7,38721.63,1,1,0,0
10003063,844,3,0,3,1,1,0
10003064,755,6,55334.11,2,1,1,0
10003065,537,1,24536.41,2,1,1,0
10003066,729,4,0,2,1,0,0
10003067,652,9,8021.22,1,1,1,0
10003068,635,6,0,1,1,1,0
10003069,651,8,32898.9,2,1,1,0
10003070,586,10,67912.31,2,0,0,1
10003071,748,8,34090.49,2,1,1,0
10003072,595,6,37472.01,2,1,0,0
10003073,596,5,0,1,1,0,0
10003074,724,4,10700.2,1,0,1,0
10003075,850,4,0,2,1,1,0
10003076,603,8,58245.07,1,0,0,1
10003077,530,6,69902.66,1,0,0,1
10003078,761,7,46446.42,3,0,1,0
10003079,669,10,26110.81,2,1,0,0
10003080,699,10,60211.74,1,1,1,0
10003081,654,7,61426.28,1,0,0,1
10003082,708,7,64974.38,2,1,1,0
10003083,686,4,0,1,1,0,0
10003084,600,8,62790.78,2,1,1,0
10003085,719,3,21719.87,1,0,0,1
10003086,699,5,0,1,1,1,0
10003087,615,2,15255.26,2,0,1,0
10003088,634,1,0,1,1,1,0
10003089,575,6,27373.28,1,1,1,0
10003090,695,2,59404.84,2,1,1,0
10003091,696,3,0,2,1,0,0
10003092,647,6,70481.45,2,1,0,0
10003093,540,8,73047.38,1,1,0,0
10003094,455,10,31308.01,2,1,1,0
10003095,628,0,62205.26,1,1,0,0
10003096,673,3,68907.87,2,0,1,0
10003097,713,0,70652.74,2,1,0,0
10003098,760,1,0,2,1,1,0
10003099,616,7,41160.65,1,1,1,0
10003100,498,5,15461.6,2,0,0,1
10003101,601,0,46846.37,1,0,0,1
10003102,850,6,3661.58,1,1,1,0
10003103,809,9,0,1,1,1,0
10003104,692,2,23057.31,1,1,1,0
10003105,609,6,21184.3,2,0,0,1
10003106,642,10,33859.03,1,1,1,0
10003107,816,2,26669.99,1,1,1,0
10003108,671,5,41966.73,1,1,1,0
10003109,614,1,51027.12,3,0,0,1
10003110,779,9,34365.91,1,1,1,0
10003111,462,6,22868.32,1,1,1,0
10003112,553,3,15582.92,1,1,1,0
10003113,573,4,22636.25,1,0,0,1
10003114,747,8,38276.42,2,1,1,0
10003115,596,0,30272.43,3,0,0,1
10003116,479,3,0,1,1,0,0
10003117,584,6,72642.55,1,0,0,1
10003118,605,8,60597.61,2,1,1,0
10003119,644,6,3319.63,2,1,1,0
10003120,663,1,43125.5,1,1,1,0
10003121,744,8,27297.86,2,0,1,0
10003122,620,8,67481.53,1,0,1,0
10003123,594,8,73933.1,2,1,0,0
10003124,655,5,34048.17,2,0,0,1
10003125,674,3,0,2,1,1,0
10003126,592,9,30830.76,2,1,1,0
10003127,486,4,0,2,1,1,0
10003128,603,5,0,1,0,0,1
10003129,729,8,61308.09,2,0,1,0
10003130,643,9,31452.09,2,1,1,0
10003131,771,3,66171.5,2,1,1,0
10003132,699,9,0,1,1,1,0
10003133,600,3,30714.19,2,1,1,0
10003134,793,7,13914.04,1,0,0,1
10003135,567,7,49529.84,1,0,1,0
10003136,489,5,0,1,1,0,0
10003137,684,1,34065.54,1,1,0,0
10003138,575,2,20612.43,2,1,1,0
10003139,645,8,66839.16,1,1,1,0
10003140,547,6,40336.97,1,0,1,0
10003141,651,7,43577.96,1,1,1,0
10003142,697,4,39050.54,2,0,0,1
10003143,712,4,27014.09,1,1,1,0
10003144,541,6,0,1,1,1,0
10003145,520,4,2265.23,1,1,1,0
10003146,689,6,49052.53,1,0,1,0
10003147,614,2,16844.17,2,0,1,0
10003148,597,5,65387.03,1,1,0,0
10003149,639,3,26204.12,2,1,1,0
10003150,634,6,71096.62,1,1,0,0
10003151,687,2,8099.76,2,1,0,0
10003152,698,9,37339.47,2,0,0,0
10003153,746,0,37798.08,1,1,0,0
10003154,626,8,24202.1,2,1,0,0
10003155,747,4,19778.93,2,0,0,1
10003156,707,7,69093.87,2,1,1,0
10003157,735,6,0,1,1,0,0
10003158,544,4,20913.62,2,0,1,0
10003159,641,4,0,2,1,0,0
10003160,834,8,41753.79,1,0,0,1
10003161,518,5,42302.63,2,1,0,0
10003162,824,4,23069.98,1,1,1,0
10003163,819,4,34539.77,2,1,0,0
10003164,721,4,50243.32,1,0,0,1
10003165,520,10,0,2,1,0,0
10003166,630,9,42551.59,2,1,1,0
10003167,727,10,27558.19,2,0,1,0
10003168,522,10,0,2,1,0,0
10003169,716,3,63775.67,2,1,0,0
10003170,661,5,47568.52,2,1,1,0
10003171,596,3,73538.9,1,1,0,0
10003172,542,8,52518.33,1,1,0,0
10003173,792,5,0,1,1,0,0
10003174,726,4,44079.84,1,1,1,0
10003175,635,4,0,2,0,1,0
10003176,654,3,0,2,1,0,0
10003177,625,7,56422.24,2,1,1,0
10003178,476,7,33333.53,1,0,0,1
10003179,775,3,0,1,1,1,0
10003180,672,8,35528.37,2,0,1,0
10003181,743,6,42973.38,1,0,0,0
10003182,607,2,41557.58,2,1,1,0
10003183,659,2,3675.6,1,0,1,0
10003184,681,2,61739.13,2,0,0,1
10003185,750,8,41688.83,2,1,1,0
10003186,824,9,52377.42,1,1,1,0
10003187,617,0,73919.6,1,1,1,0
10003188,617,2,0,2,0,0,1
10003189,627,9,0,1,1,1,0
10003190,593,4,39921.6,2,0,0,1
10003191,850,8,40203.66,1,0,0,1
10003192,488,5,73633.79,1,1,0,0
10003193,850,6,24913.39,1,0,0,1
10003194,712,8,36885.13,1,1,0,0
10003195,643,5,57995.73,2,1,0,0
10003196,570,3,21868.13,2,0,1,0
10003197,647,7,31255.16,2,0,0,1
10003198,596,4,29242.34,1,0,1,0
10003199,784,10,22065.34,2,0,0,1
10003200,712,5,0,2,1,0,0
10003201,812,7,42565.73,1,0,1,0
10003202,622,8,27006.37,1,1,1,0
10003203,664,9,73730.92,3,1,1,0
10003204,641,8,3528.24,2,1,0,0
10003205,614,8,55681.29,2,1,1,0
10003206,551,5,0,2,1,1,0
10003207,720,7,0,2,0,0,1
10003208,683,0,43172.2,2,1,1,0
10003209,646,7,61251.43,2,1,0,0
10003210,699,7,27193.92,1,1,1,0
10003211,611,7,74565.4,2,0,0,0
10003212,652,8,41904.76,2,1,1,0
10003213,734,8,15442.34,2,1,1,0
10003214,747,4,56492.14,1,0,0,1
10003215,798,4,0,1,1,1,0
10003216,543,7,0,1,0,0,1
10003217,557,0,14578.38,1,1,1,0
10003218,539,1,52009.47,1,1,0,0
10003219,588,3,49778.13,2,1,1,0
10003220,618,4,61595.16,1,0,1,0
10003221,693,6,26828.79,2,0,0,0
10003222,763,10,63034.04,2,1,1,0
10003223,612,4,10130.46,2,1,0,0
10003224,706,6,0,1,1,1,0
10003225,774,0,70797.46,1,1,1,0
10003226,607,4,24820.59,2,0,0,1
10003227,623,7,51201.63,2,1,0,0
10003228,657,4,42546.81,2,1,1,0
10003229,489,3,45966.23,2,0,0,1
10003230,700,0,0,1,1,0,0
10003231,534,3,31281.32,1,1,0,0
10003232,727,8,49112.05,1,0,0,1
10003233,609,4,40655.06,1,1,0,0
10003234,601,5,14980.39,2,1,0,0
